last_access,filepath,Size_GB
2019-05-10,VVVP_NFS_186VOL01,0.051994487
2019-05-15,VVVP_NFS_186VOL01,0.018805699
2019-05-16,VVVP_NFS_186VOL01,0.022265771999999996
2019-05-17,VVVP_NFS_186VOL01,0.009151866000000002
2019-05-19,VVVP_NFS_186VOL01,0.001384258
2019-05-20,VVVP_NFS_186VOL01,1.3351928419999999
2019-05-21,VVVP_NFS_186VOL01,0.051090627500000006
2019-05-22,VVVP_NFS_186VOL01,0.2885205981
2019-05-23,VVVP_NFS_186VOL01,0.14983677430000006
2019-05-24,VVVP_NFS_186VOL01,0.0022540812
2019-05-25,VVVP_NFS_186VOL01,0.0066750789999999996
2019-05-26,VVVP_NFS_186VOL01,0.0064976999999999995
2019-05-27,VVVP_NFS_186VOL01,0.6544077600000006
2019-05-29,VVVP_NFS_186VOL01,0.2630924721999999
2019-05-30,VVVP_NFS_186VOL01,0.013361364
2019-05-31,VVVP_NFS_186VOL01,0.12140000680000003
2019-06-03,VVVP_NFS_186VOL01,0.08359232199999998
2019-06-04,VVVP_NFS_186VOL01,0.4404434919999999
2019-06-05,VVVP_NFS_186VOL01,0.067417397
2019-06-06,VVVP_NFS_186VOL01,0.024947854000000002
2019-06-08,VVVP_NFS_186VOL01,0.025407087000000002
2019-06-10,VVVP_NFS_186VOL01,0.15699042499999996
2019-06-14,VVVP_NFS_186VOL01,0.06533612499999998
2019-06-15,VVVP_NFS_186VOL01,0.11398891400000002
2019-06-17,VVVP_NFS_186VOL01,0.00388064
2019-06-18,VVVP_NFS_186VOL01,1.0744502699999996
2019-06-19,VVVP_NFS_186VOL01,1.097089209
2019-06-20,VVVP_NFS_186VOL01,0.4018017059999998
2019-06-21,VVVP_NFS_186VOL01,0.21578784999999998
2019-06-22,VVVP_NFS_186VOL01,0.0049332740000000005
2019-06-23,VVVP_NFS_186VOL01,0.000371607
2019-06-24,VVVP_NFS_186VOL01,0.035675069
2019-06-25,VVVP_NFS_186VOL01,0.047539174
2019-06-26,VVVP_NFS_186VOL01,0.548053736
2019-06-27,VVVP_NFS_186VOL01,0.14958884699999997
2019-06-28,VVVP_NFS_186VOL01,1.2235621369999998
2019-06-29,VVVP_NFS_186VOL01,0.07198247500000002
2019-06-30,VVVP_NFS_186VOL01,0.00149423
2019-07-01,VVVP_NFS_186VOL01,0.006019336
2019-07-02,VVVP_NFS_186VOL01,0.002692718
2019-07-03,VVVP_NFS_186VOL01,0.055617317
2019-07-04,VVVP_NFS_186VOL01,0.02342983000000001
2019-07-05,VVVP_NFS_186VOL01,0.00337604
2019-07-05,volume_number30,7.293890710999995
2019-07-06,VVVP_NFS_186VOL01,0.22080845099999996
2019-07-06,volume_number30,17.928869653000003
2019-07-07,VVVP_NFS_186VOL01,0.0052722540000000005
2019-07-07,volume_number30,13.287385139000003
2019-07-08,VVVP_NFS_186VOL01,0.4467926080000001
2019-07-08,volume_number30,14.968391015999986
2019-07-09,VVVP_NFS_186VOL01,0.030908059
2019-07-09,volume_number30,1.2606385
2019-07-09,volume_number31,14.00619975900002
2019-07-10,VVVP_NFS_186VOL01,0.1804617316
2019-07-10,volume_number30,0.015331858
2019-07-10,volume_number31,15.241473814000019
2019-07-11,VVVP_NFS_186VOL01,0.05028309799999999
2019-07-11,volume_number30,0.025285505
2019-07-11,volume_number31,14.895346907999992
2019-07-12,VVVP_NFS_186VOL01,0.044053189
2019-07-12,volume_number30,0.03863103
2019-07-12,volume_number31,17.187138401999988
2019-07-13,VVVP_NFS_186VOL01,0.115064295
2019-07-13,volume_number30,0.019175798
2019-07-13,volume_number31,16.542052667000004
2019-07-14,VVVP_NFS_186VOL01,0.019619008
2019-07-14,volume_number30,0.018652841
2019-07-14,volume_number31,13.418226274000002
2019-07-15,VVVP_NFS_186VOL01,0.3371948549999998
2019-07-15,volume_number31,4.4785936840000025
2019-07-15,volume_number32,11.332666683999996
2019-07-16,VVVP_NFS_186VOL01,0.072111787
2019-07-16,volume_number31,0.087679645
2019-07-16,volume_number32,17.187168129999993
2019-07-17,VVVP_NFS_186VOL01,0.007253537000000001
2019-07-17,volume_number31,0.076519632
2019-07-17,volume_number32,16.148778153999977
2019-07-18,VVVP_NFS_186VOL01,0.044476207000000004
2019-07-18,volume_number30,0.025131768
2019-07-18,volume_number31,0.083036842
2019-07-18,volume_number32,6.776277184000009
2019-07-19,VVVP_NFS_186VOL01,0.08004986120000002
2019-07-19,volume_number30,0.043784602000000006
2019-07-19,volume_number31,0.08888818799999999
2019-07-19,volume_number32,2.163337212000001
2019-07-20,VVVP_NFS_186VOL01,0.07234079399999997
2019-07-20,volume_number30,0.01414812
2019-07-20,volume_number31,0.11538693899999998
2019-07-20,volume_number32,1.877840012
2019-07-21,VVVP_NFS_186VOL01,0.001075494
2019-07-21,volume_number30,0.027836383
2019-07-21,volume_number31,0.126219086
2019-07-21,volume_number32,2.2062605409999994
2019-07-22,VVVP_NFS_186VOL01,0.15667166900000007
2019-07-22,volume_number30,0.00490764
2019-07-22,volume_number31,0.241951775
2019-07-22,volume_number32,0.7636002470000003
2019-07-22,volume_number33,1.3387504039999998
2019-07-23,VVVP_NFS_186VOL01,0.15518349399999998
2019-07-23,volume_number30,0.06187880900000001
2019-07-23,volume_number31,0.111167012
2019-07-23,volume_number32,0.072563356
2019-07-23,volume_number33,1.8509723500000002
2019-07-24,VVVP_NFS_186VOL01,0.092874635
2019-07-24,volume_number30,0.007934100999999999
2019-07-24,volume_number31,0.058880795
2019-07-24,volume_number32,0.04606593
2019-07-24,volume_number33,1.8541901200000004
2019-07-25,VVVP_NFS_186VOL01,0.0626049275
2019-07-25,volume_number28,0.198901735
2019-07-25,volume_number30,0.032660508
2019-07-25,volume_number31,0.048273108
2019-07-25,volume_number32,0.115124937
2019-07-25,volume_number33,2.0850416630000006
2019-07-26,VVVP_NFS_186VOL01,0.04590124999999999
2019-07-26,volume_number30,0.068335022
2019-07-26,volume_number31,0.047105642
2019-07-26,volume_number32,0.10351300600000002
2019-07-26,volume_number33,2.313490769
2019-07-27,VVVP_NFS_186VOL01,0.021007322000000002
2019-07-27,volume_number30,0.037472021999999994
2019-07-27,volume_number31,0.1191575
2019-07-27,volume_number32,0.076666174
2019-07-27,volume_number33,2.4341086069999998
2019-07-28,VVVP_NFS_186VOL01,0.04104562999999999
2019-07-28,volume_number30,0.007112539
2019-07-28,volume_number31,0.085513776
2019-07-28,volume_number32,0.047613074000000005
2019-07-28,volume_number33,1.1481247409999997
2019-07-29,VVVP_NFS_186VOL01,0.04294842649999998
2019-07-29,volume_number30,0.05450415300000001
2019-07-29,volume_number31,0.074269279
2019-07-29,volume_number32,0.035060989
2019-07-29,volume_number33,0.6235542729999999
2019-07-29,volume_number34,0.9324561789999998
2019-07-30,VVVP_NFS_186VOL01,0.8206890430000006
2019-07-30,volume_number30,0.026349753
2019-07-30,volume_number31,0.157193479
2019-07-30,volume_number32,0.041390613
2019-07-30,volume_number33,0.251005325
2019-07-30,volume_number34,1.1493333639999999
2019-07-31,VVVP_NFS_186VOL01,0.03672350499999999
2019-07-31,volume_number30,0.049576622
2019-07-31,volume_number31,0.063948137
2019-07-31,volume_number32,0.080284321
2019-07-31,volume_number33,0.11300856899999999
2019-07-31,volume_number34,1.4809621060000004
2019-08-01,VVVP_NFS_186VOL01,0.0076806719999999995
2019-08-01,volume_number30,0.025963068
2019-08-01,volume_number31,0.039985256
2019-08-01,volume_number32,0.052003197
2019-08-01,volume_number33,0.021989704
2019-08-01,volume_number34,10.948027058999978
2019-08-02,VVVP_NFS_186VOL01,0.025004167999999997
2019-08-02,volume_number30,0.021362959
2019-08-02,volume_number31,0.052645283
2019-08-02,volume_number32,0.064703667
2019-08-02,volume_number33,0.144577444
2019-08-02,volume_number34,12.277451950999987
2019-08-03,VVVP_NFS_186VOL01,0.042767393000000015
2019-08-03,volume_number30,0.033305215
2019-08-03,volume_number31,0.056639355999999995
2019-08-03,volume_number32,0.025562408
2019-08-03,volume_number33,0.062543037
2019-08-03,volume_number34,13.123343834000003
2019-08-04,VVVP_NFS_186VOL01,0.001053004
2019-08-04,volume_number30,0.07003178199999999
2019-08-04,volume_number31,0.021135215
2019-08-04,volume_number32,0.012633951
2019-08-04,volume_number33,0.02977198
2019-08-04,volume_number34,12.191815924
2019-08-05,VVVP_NFS_186VOL01,0.050588709000000016
2019-08-05,volume_number07,1.2729406909999998
2019-08-05,volume_number30,5.3829497459999995
2019-08-05,volume_number31,0.059679701
2019-08-05,volume_number32,0.026222498
2019-08-05,volume_number33,0.068938946
2019-08-05,volume_number34,0.834436272
2019-08-05,volume_number35,6.997291009000003
2019-08-06,VVVP_NFS_186VOL01,0.06253133899999999
2019-08-06,volume_number07,0.11297358299999999
2019-08-06,volume_number30,0.303841088
2019-08-06,volume_number31,0.054453212
2019-08-06,volume_number32,0.021099928
2019-08-06,volume_number33,0.023590441
2019-08-06,volume_number34,0.719765217
2019-08-06,volume_number35,11.981136728000001
2019-08-07,VVVP_NFS_186VOL01,0.09998886400000002
2019-08-07,volume_number07,0.035936001
2019-08-07,volume_number30,0.119734854
2019-08-07,volume_number31,0.097318818
2019-08-07,volume_number32,0.058616841
2019-08-07,volume_number34,0.323137246
2019-08-07,volume_number35,8.785887778999998
2019-08-08,VVVP_NFS_186VOL01,0.110419451
2019-08-08,volume_number07,0.016143347
2019-08-08,volume_number30,0.13425519600000002
2019-08-08,volume_number31,0.046063918999999995
2019-08-08,volume_number33,0.035568451
2019-08-08,volume_number34,0.3555581579999999
2019-08-08,volume_number35,16.847108579999993
2019-08-09,VVVP_NFS_186VOL01,0.5087995976999999
2019-08-09,volume_number07,0.008442105
2019-08-09,volume_number30,0.053907265
2019-08-09,volume_number31,0.017252267999999998
2019-08-09,volume_number32,0.00610755
2019-08-09,volume_number33,0.041002844999999996
2019-08-09,volume_number34,0.16808961700000002
2019-08-09,volume_number35,16.25179204999997
2019-08-10,VVVP_NFS_186VOL01,0.05033676000000001
2019-08-10,volume_number07,0.02344426
2019-08-10,volume_number30,0.099422541
2019-08-10,volume_number31,0.058086092
2019-08-10,volume_number32,0.018641788
2019-08-10,volume_number33,0.006006371999999999
2019-08-10,volume_number34,0.20315498099999998
2019-08-10,volume_number35,15.434201129
2019-08-11,VVVP_NFS_186VOL01,0.0035617690000000002
2019-08-11,volume_number30,0.030870665999999998
2019-08-11,volume_number31,0.015989706
2019-08-11,volume_number32,0.023812615000000002
2019-08-11,volume_number34,0.124917205
2019-08-11,volume_number35,1.1061812359999998
2019-08-11,volume_number36,12.116161109
2019-08-12,VVVP_NFS_186VOL01,0.006551358
2019-08-12,volume_number07,0.012385159
2019-08-12,volume_number30,0.10452400299999999
2019-08-12,volume_number31,0.060131623
2019-08-12,volume_number32,0.025006697
2019-08-12,volume_number34,0.09326092600000001
2019-08-12,volume_number35,1.0570357150000005
2019-08-12,volume_number36,14.87246129200001
2019-08-13,VVVP_NFS_186VOL01,0.19884189030000002
2019-08-13,volume_number30,0.024341060999999997
2019-08-13,volume_number31,0.065542648
2019-08-13,volume_number32,0.029698867
2019-08-13,volume_number34,0.098726417
2019-08-13,volume_number35,0.363190875
2019-08-13,volume_number36,15.234019767
2019-08-14,VVVP_NFS_186VOL01,0.063053293
2019-08-14,volume_number30,0.012647291
2019-08-14,volume_number31,0.039345312
2019-08-14,volume_number32,0.008754778000000001
2019-08-14,volume_number33,0.077857267
2019-08-14,volume_number34,0.12755682100000001
2019-08-14,volume_number35,0.34956889799999996
2019-08-14,volume_number36,15.462239774999988
2019-08-15,VVVP_NFS_186VOL01,0.009802402
2019-08-15,volume_number30,0.060063363
2019-08-15,volume_number31,0.13010350199999998
2019-08-15,volume_number32,0.060143851
2019-08-15,volume_number34,0.057127616
2019-08-15,volume_number35,0.37560169
2019-08-15,volume_number36,13.352345274000019
2019-08-16,VVVP_NFS_186VOL01,0.014185048
2019-08-16,volume_number30,0.027631136
2019-08-16,volume_number31,0.038718615
2019-08-16,volume_number32,0.003088161
2019-08-16,volume_number34,0.014887617
2019-08-16,volume_number35,0.22681331299999993
2019-08-16,volume_number36,14.009050043000004
2019-08-17,VVVP_NFS_186VOL01,0.004663102
2019-08-17,volume_number17,10.45071366700001
2019-08-17,volume_number30,0.056932174999999995
2019-08-17,volume_number31,0.044804259000000006
2019-08-17,volume_number32,0.020431581
2019-08-17,volume_number33,0.017513673
2019-08-17,volume_number34,0.07372442000000001
2019-08-17,volume_number35,0.9164772499999999
2019-08-17,volume_number36,4.993317549000001
2019-08-18,VVVP_NFS_186VOL01,0.318298648
2019-08-18,volume_number17,13.073537296999996
2019-08-18,volume_number30,0.026546682000000002
2019-08-18,volume_number31,0.027726906
2019-08-18,volume_number32,0.012920084
2019-08-18,volume_number33,0.076504246
2019-08-18,volume_number34,0.062070348
2019-08-18,volume_number35,0.12253801500000001
2019-08-18,volume_number36,1.528922687000001
2019-08-19,VVVP_NFS_186VOL01,0.024381808999999997
2019-08-19,volume_number17,15.344049705999993
2019-08-19,volume_number30,0.07310904
2019-08-19,volume_number31,0.029728223999999998
2019-08-19,volume_number32,0.007782091
2019-08-19,volume_number33,0.016937916
2019-08-19,volume_number34,0.09051600300000001
2019-08-19,volume_number35,0.09156575900000001
2019-08-19,volume_number36,0.9382853780000003
2019-08-20,VVVP_NFS_186VOL01,0.019946256000000006
2019-08-20,volume_number17,15.299868200000011
2019-08-20,volume_number30,0.003059221
2019-08-20,volume_number31,0.035954197
2019-08-20,volume_number32,0.072307514
2019-08-20,volume_number34,0.025706496
2019-08-20,volume_number35,0.303519404
2019-08-20,volume_number36,0.707973634
2019-08-21,VVVP_NFS_186VOL01,0.4101812439999998
2019-08-21,volume_number17,16.841462035000024
2019-08-21,volume_number30,0.014565208999999999
2019-08-21,volume_number31,0.03164872
2019-08-21,volume_number32,0.023408777
2019-08-21,volume_number34,0.025133616
2019-08-21,volume_number35,0.20106557899999997
2019-08-21,volume_number36,0.590371992
2019-08-22,VVVP_NFS_186VOL01,0.143124528
2019-08-22,volume_number17,9.440012066
2019-08-22,volume_number30,0.006006546
2019-08-22,volume_number31,0.156943193
2019-08-22,volume_number32,0.022420874
2019-08-22,volume_number34,0.202891534
2019-08-22,volume_number35,0.196727106
2019-08-22,volume_number36,0.255144792
2019-08-22,volume_number39,8.856347412000002
2019-08-23,VVVP_NFS_186VOL01,0.033697864200000004
2019-08-23,volume_number07,0.027954791
2019-08-23,volume_number17,1.5703645740000003
2019-08-23,volume_number31,0.027573095
2019-08-23,volume_number32,0.045740808
2019-08-23,volume_number33,0.011226066000000002
2019-08-23,volume_number34,0.08770153
2019-08-23,volume_number35,0.044892586000000005
2019-08-23,volume_number36,0.25405105899999997
2019-08-23,volume_number39,15.462225145999994
2019-08-24,VVVP_NFS_186VOL01,0.0008820589999999998
2019-08-24,volume_number17,1.2878991270000004
2019-08-24,volume_number30,0.055833219999999996
2019-08-24,volume_number31,0.084432343
2019-08-24,volume_number32,0.036405854
2019-08-24,volume_number33,0.027058264999999998
2019-08-24,volume_number34,0.07016514400000001
2019-08-24,volume_number35,0.15461571400000002
2019-08-24,volume_number36,0.28790160800000003
2019-08-24,volume_number39,15.78772329399999
2019-08-25,VVVP_NFS_186VOL01,0.009353802000000001
2019-08-25,volume_number17,1.085956661
2019-08-25,volume_number30,0.019122841
2019-08-25,volume_number31,0.03723716
2019-08-25,volume_number32,0.016054073
2019-08-25,volume_number33,0.006517616
2019-08-25,volume_number34,0.059331401
2019-08-25,volume_number35,0.089614743
2019-08-25,volume_number36,0.067068695
2019-08-25,volume_number39,14.88172044700001
2019-08-26,VVVP_NFS_186VOL01,0.23425952299999994
2019-08-26,volume_number17,0.7358944129999999
2019-08-26,volume_number31,0.009368739
2019-08-26,volume_number32,0.133543181
2019-08-26,volume_number33,0.0361239
2019-08-26,volume_number34,0.038689598
2019-08-26,volume_number35,0.075107509
2019-08-26,volume_number36,0.134851114
2019-08-26,volume_number39,16.860980365000014
2019-08-27,VVVP_NFS_186VOL01,0.033493904
2019-08-27,volume_number17,0.46312933600000006
2019-08-27,volume_number28,0.039780347
2019-08-27,volume_number30,0.048697531
2019-08-27,volume_number31,0.063656072
2019-08-27,volume_number32,0.019307998
2019-08-27,volume_number33,0.018931146
2019-08-27,volume_number34,0.031397289
2019-08-27,volume_number35,0.15753484099999998
2019-08-27,volume_number36,0.169035933
2019-08-27,volume_number39,17.250354921000028
2019-08-28,VVVP_NFS_186VOL01,0.044309739
2019-08-28,volume_number17,10.310140753000015
2019-08-28,volume_number30,0.016313023
2019-08-28,volume_number31,0.064331835
2019-08-28,volume_number32,0.01005495
2019-08-28,volume_number34,0.128876772
2019-08-28,volume_number35,0.046291999
2019-08-28,volume_number36,0.13197106600000003
2019-08-28,volume_number39,8.781234415000002
2019-08-29,VVVP_NFS_186VOL01,0.020836506
2019-08-29,volume_number07,0.008468597
2019-08-29,volume_number17,0.7072395789999997
2019-08-29,volume_number30,0.009401658
2019-08-29,volume_number31,0.0434768
2019-08-29,volume_number32,0.0108794
2019-08-29,volume_number34,0.029577195
2019-08-29,volume_number35,0.15924367
2019-08-29,volume_number36,0.075226136
2019-08-29,volume_number39,17.400021753999983
2019-08-30,VVVP_NFS_186VOL01,0.006458473
2019-08-30,volume_number17,0.373754096
2019-08-30,volume_number30,0.047304299
2019-08-30,volume_number31,0.06389831
2019-08-30,volume_number32,0.011077032
2019-08-30,volume_number33,0.018150643
2019-08-30,volume_number34,0.04265464
2019-08-30,volume_number35,0.12288659800000001
2019-08-30,volume_number36,0.10918651800000001
2019-08-30,volume_number39,2.697879406999999
2019-08-30,volume_number40,15.22382734299999
2019-08-31,VVVP_NFS_186VOL01,0.452117579
2019-08-31,volume_number07,0.006171962
2019-08-31,volume_number17,0.4977218169999999
2019-08-31,volume_number30,0.032036723
2019-08-31,volume_number31,0.073351486
2019-08-31,volume_number32,0.037323571
2019-08-31,volume_number34,0.054264038
2019-08-31,volume_number35,0.03342284
2019-08-31,volume_number36,0.097284395
2019-08-31,volume_number39,1.4237020940000005
2019-08-31,volume_number40,13.591687094000001
2019-09-01,VVVP_NFS_186VOL01,0.14368181000000002
2019-09-01,volume_number17,0.4325517179999999
2019-09-01,volume_number30,0.003749992
2019-09-01,volume_number31,0.029250486000000003
2019-09-01,volume_number32,0.020530325000000002
2019-09-01,volume_number34,0.027840637
2019-09-01,volume_number35,0.066707504
2019-09-01,volume_number36,0.050058665
2019-09-01,volume_number39,1.128400768
2019-09-01,volume_number40,10.283441741000011
2019-09-02,VVVP_NFS_186VOL01,0.18317147999999997
2019-09-02,volume_number17,0.162728276
2019-09-02,volume_number30,0.042587952000000005
2019-09-02,volume_number31,0.030953430999999997
2019-09-02,volume_number32,0.033511709
2019-09-02,volume_number35,0.079963313
2019-09-02,volume_number36,0.197955691
2019-09-02,volume_number39,0.6742413799999998
2019-09-02,volume_number40,9.977083691999994
2019-09-03,VVVP_NFS_186VOL01,0.21742524200000002
2019-09-03,volume_number17,0.3274679469999999
2019-09-03,volume_number30,0.012356843999999999
2019-09-03,volume_number31,0.039190574
2019-09-03,volume_number32,0.091145913
2019-09-03,volume_number33,0.0046599070000000005
2019-09-03,volume_number34,0.021072167
2019-09-03,volume_number35,0.084213055
2019-09-03,volume_number36,0.16128848999999998
2019-09-03,volume_number39,0.513761422
2019-09-03,volume_number40,12.051300878000005
2019-09-04,VVVP_NFS_186VOL01,0.065964258
2019-09-04,volume_number17,0.19319498300000001
2019-09-04,volume_number30,0.035680995
2019-09-04,volume_number31,0.044192562
2019-09-04,volume_number32,0.047497609
2019-09-04,volume_number33,0.023116808
2019-09-04,volume_number34,0.033825364
2019-09-04,volume_number35,0.042974190999999995
2019-09-04,volume_number36,0.052935983000000006
2019-09-04,volume_number39,0.430848147
2019-09-04,volume_number40,12.248058393000013
2019-09-05,VVVP_NFS_186VOL01,0.17961401199999988
2019-09-05,volume_number17,0.11353039499999999
2019-09-05,volume_number30,0.049069191000000005
2019-09-05,volume_number31,0.075852166
2019-09-05,volume_number32,0.066617524
2019-09-05,volume_number33,0.013900214
2019-09-05,volume_number34,0.031533392
2019-09-05,volume_number35,0.019182492000000002
2019-09-05,volume_number36,0.08259913899999999
