last_access,filepath,Size_GB
2018-09-14,VVVP_NFS_186VOL01,8.128504307
2018-09-15,VVVP_NFS_186VOL01,34.36893811500001
2018-10-02,VVVP_NFS_186VOL01,5.083165472000001
2018-10-03,VVVP_NFS_186VOL01,13.099441856
2018-10-04,VVVP_NFS_186VOL01,10.050300227000013
2018-10-05,VVVP_NFS_186VOL01,11.46567500600001
2018-10-06,VVVP_NFS_186VOL01,15.013286297999993
2018-10-07,VVVP_NFS_186VOL01,14.602477740000008
2018-10-08,VVVP_NFS_186VOL01,9.424000171
2018-10-09,VVVP_NFS_186VOL01,27.647667608999964
2018-10-10,VVVP_NFS_186VOL01,15.892806676
2018-10-11,VVVP_NFS_186VOL01,19.95579410699997
2018-10-12,VVVP_NFS_186VOL01,14.664402602000001
2018-10-13,VVVP_NFS_186VOL01,15.643642064000002
2018-10-14,VVVP_NFS_186VOL01,14.920118507000002
2018-10-15,VVVP_NFS_186VOL01,15.702239309999996
2018-10-16,VVVP_NFS_186VOL01,29.46582831300003
2018-10-17,VVVP_NFS_186VOL01,15.500966401999994
2018-10-18,VVVP_NFS_186VOL01,14.411508939999997
2018-10-19,VVVP_NFS_186VOL01,6.2494827289999995
2018-10-20,VVVP_NFS_186VOL01,9.500285980000005
2018-10-21,VVVP_NFS_186VOL01,11.342252624000007
2018-10-22,VVVP_NFS_186VOL01,13.758579781999991
2018-10-23,VVVP_NFS_186VOL01,23.465238104999997
2018-10-24,VVVP_NFS_186VOL01,12.720640466999988
2018-10-25,VVVP_BRIC9_VOL01,5.293136790000001
2018-10-25,VVVP_NFS_186VOL01,17.606007881000004
2018-10-26,VVVP_BRIC9_VOL01,8.251944043
2018-10-26,VVVP_NFS_186VOL01,5.800582989000002
2018-10-27,VVVP_BRIC9_VOL01,10.067857861999997
2018-10-27,VVVP_NFS_186VOL01,7.914396812000004
2018-10-28,VVVP_BRIC9_VOL01,10.807238299000002
2018-10-28,VVVP_NFS_186VOL01,2.7396512790000003
2018-10-29,VVVP_BRIC9_VOL01,16.954081536000007
2018-10-29,VVVP_NFS_186VOL01,5.969080039
2018-10-30,VVVP_BRIC9_VOL01,16.204908934999988
2018-10-30,VVVP_NFS_186VOL01,1.2106186760000004
2018-10-31,VVVP_BRIC9_VOL01,15.191319468000016
2018-10-31,VVVP_NFS_186VOL01,0.28917806600000007
2018-11-01,VVVP_BRIC9_VOL01,7.625300305000003
2018-11-02,VVVP_BRIC9_VOL01,23.675610950000014
2018-11-02,VVVP_NFS_186VOL01,0.41148352899999996
2018-11-03,VVVP_BRIC9_VOL01,7.259796630000001
2018-11-04,VVVP_BRIC9_VOL01,5.404429679
2018-11-04,VVVP_NFS_186VOL01,0.09387084200000001
2018-11-05,VVVP_BRIC9_VOL01,17.160164485000003
2018-11-05,VVVP_NFS_186VOL01,0.580641258
2018-11-06,VVVP_BRIC9_VOL01,17.561952347000016
2018-11-06,VVVP_NFS_186VOL01,0.26889056100000003
2018-11-07,VVVP_BRIC9_VOL01,18.730244109999987
2018-11-07,VVVP_NFS_186VOL01,0.20709190700000002
2018-11-08,VVVP_BRIC9_VOL01,6.527608142
2018-11-08,VVVP_NFS_186VOL01,0.054676014999999994
2018-11-09,VVVP_BRIC9_VOL01,9.283797663000003
2018-11-09,VVVP_NFS_186VOL01,0.373886349
2018-11-10,VVVP_BRIC9_VOL01,10.820729626000004
2018-11-10,VVVP_NFS_186VOL01,4.909295415999999
2018-11-11,VVVP_BRIC9_VOL01,8.881338526999995
2018-11-12,VVVP_BRIC9_VOL01,10.808773220999983
2018-11-12,VVVP_NFS_186VOL01,1.8718756909999996
