,IP,mount
246,1.1.25.10,1.2.32.252:/PQRST_VMVOL30
246,1.1.25.10,1.2.10.210:/PQRST_BRIC9_TEMPSTOR
246,1.1.25.10,1.2.32.252:/PQRST_VMVOL31
246,1.1.25.10,1.2.32.252:/PQRST_VMVOL32
246,1.1.25.10,1.2.32.252:/PQRST_VMVOL33
246,1.1.25.10,1.2.32.252:/PQRST_VMVOL34
246,1.1.25.10,1.2.32.252:/PQRST_VMVOL35
246,1.1.25.10,1.2.32.252:/PQRST_VMVOL36
246,1.1.25.10,1.2.32.252:/PQRST_VMVOL17
246,1.1.25.10,1.2.32.252:/PQRST_VMVOL38
246,1.1.25.10,1.2.32.252:/PQRST_VMVOL39
246,1.1.25.10,1.2.32.252:/PQRST_VMVOL40
246,1.1.25.10,1.2.32.252:/PQRST_VMVOL41
246,1.1.25.10,1.2.32.252:/PQRST_VMVOL43
246,1.1.25.10,1.2.32.252:/PQRST_VMVOL44
246,1.1.25.10,1.2.32.252:/PQRST_VMVOL45
246,1.1.25.10,1.2.32.252:/PQRST_VMVOL46
247,1.1.25.103,1.1.132.15:/abcd-1
248,1.1.25.104,1.1.132.15:/abcd-1
249,1.1.25.11,1.1.132.15:/abcd-vt-logs
249,1.1.25.11,1.2.10.210:/PQRST_186VOL01
249,1.1.25.11,1.2.10.210:/PQRST_BRIC9_VOL01
249,1.1.25.11,1.2.32.252:/PQRST_185VOL01
249,1.1.25.11,1.2.10.210:/PQRST_186VOL03
249,1.1.25.11,1.2.10.210:/PQRST_185_186VOL05
249,1.1.25.11,1.2.10.210:/PQRST_186VOL04
249,1.1.25.11,1.2.10.210:/PQRST_VMVOL03
249,1.1.25.11,1.2.10.210:/PQRST_VMVOL04
249,1.1.25.11,1.2.32.252:/PQRST_VMVOL06
249,1.1.25.11,1.2.32.252:/PQRST_VMVOL07
249,1.1.25.11,1.2.32.252:/PQRST_185_186VOL04
249,1.1.25.11,1.2.32.252:/PQRST_185VOL02
249,1.1.25.11,1.2.10.210:/PQRST_VMVOL09
249,1.1.25.11,1.2.10.210:/PQRST_VMVOL11
249,1.1.25.11,1.2.10.210:/PQRST_VMVOL12
249,1.1.25.11,1.2.10.210:/PQRST_VMVOL13
249,1.1.25.11,1.2.10.210:/PQRST_VMVol15
249,1.1.25.11,1.2.10.210:/PQRST_VMVol16
249,1.1.25.11,1.2.32.252:/PQRST_VMVOL28
249,1.1.25.11,1.2.32.252:/PQRST_VMVOL29
249,1.1.25.11,1.2.32.252:/PQRST_VMVOL30
249,1.1.25.11,1.2.10.210:/PQRST_BRIC9_TEMPSTOR
249,1.1.25.11,1.2.32.252:/PQRST_VMVOL31
249,1.1.25.11,1.2.32.252:/PQRST_VMVOL32
249,1.1.25.11,1.2.32.252:/PQRST_VMVOL33
249,1.1.25.11,1.2.32.252:/PQRST_VMVOL24
249,1.1.25.11,1.2.32.252:/PQRST_VMVOL34
249,1.1.25.11,1.2.32.252:/PQRST_VMVOL35
249,1.1.25.11,1.2.32.252:/PQRST_VMVOL36
249,1.1.25.11,1.2.32.252:/PQRST_VMVOL17
249,1.1.25.11,1.2.32.252:/PQRST_VMVOL38
249,1.1.25.11,1.2.32.252:/PQRST_VMVOL39
249,1.1.25.11,1.2.32.252:/PQRST_VMVOL40
249,1.1.25.11,1.2.32.252:/PQRST_VMVOL41
249,1.1.25.11,1.2.32.252:/PQRST_VMVOL43
249,1.1.25.11,1.2.32.252:/PQRST_VMVOL44
249,1.1.25.11,1.2.32.252:/PQRST_VMVOL45
249,1.1.25.11,1.2.32.252:/PQRST_VMVOL46
250,1.1.25.117,1.1.132.15:/abcd-1
251,1.1.25.118,1.1.132.15:/abcd-1
252,1.1.25.119,1.1.132.15:/abcd-1
253,1.1.25.13,1.1.132.15:/abcd_storage1
254,1.1.25.14,1.1.132.15:/abcd-analytics1
254,1.1.25.14,1.1.132.15:/abcd-analytics2
254,1.1.25.14,1.1.132.15:/abcd-analytics3
255,1.1.25.142,1.1.132.15:/abcd-1
256,1.1.25.143,1.1.132.15:/abcd-1
257,1.1.25.144,1.1.132.15:/abcd-1
258,1.1.25.145,1.1.132.15:/abcd_storage1
258,1.1.25.145,1.1.132.15:/abcd-analytics3
258,1.1.25.145,1.1.132.15:/abcd-analytics3
258,1.1.25.145,1.1.132.15:/abcd-hijkl1
258,1.1.25.145,1.2.32.252:/PQRST_VMVol18
259,1.1.25.16,1.2.32.252:/PQRST_VMVol18
260,1.1.25.17,1.1.132.15:/abcd-analytics1
260,1.1.25.17,1.1.132.15:/abcd-analytics2
260,1.1.25.17,1.1.132.15:/abcd-analytics3
260,1.1.25.17,1.1.132.15:/abcd-hijkl1
260,1.1.25.17,1.2.32.252:/PQRST_VMVol18
261,1.1.25.18,1.1.132.15:/abcd-analytics1
261,1.1.25.18,1.1.132.15:/abcd-analytics2
261,1.1.25.18,1.1.132.15:/abcd-analytics3
261,1.1.25.18,1.1.132.15:/abcd-analytics1
261,1.1.25.18,1.1.132.15:/abcd-analytics2
261,1.1.25.18,1.1.132.15:/abcd-analytics3
261,1.1.25.18,1.1.132.15:/abcd-analytics1
261,1.1.25.18,1.1.132.15:/abcd-analytics2
261,1.1.25.18,1.1.132.15:/abcd-analytics3
261,1.1.25.18,1.1.132.15:/abcd-hijkl1
261,1.1.25.18,1.2.10.210:/PQRST_VMVol18
262,1.1.25.19,1.2.32.252:/PQRST_VMVol18
263,2.1.8.80,0.0.0.19:/abcd_60sec_store
264,2.1.8.91,0.0.0.19:/abcd_60sec_store
265,1.1.25.2,1.2.32.252:/PQRST_BRIC9_TEMPSTOR/
265,1.1.25.2,1.1.132.15:/abcd-vt-logs
266,2.1.8.213,0.0.0.24:/PQRST_VMVOL08
267,2.1.9.67,0.0.0.24:/PQRST_VMVOL08
268,2.1.9.70,0.0.0.24:/PQRST_VMVOL08
269,2.1.9.87,0.0.0.24:/PQRST_VMVOL08
270,2.1.9.68,0.0.0.24:/PQRST_VMVOL08
271,2.1.9.86,0.0.0.24:/PQRST_VMVOL08
272,2.1.9.85,0.0.0.24:/PQRST_VMVOL08
273,2.1.8.212,0.0.0.24:/PQRST_VMVOL08
274,2.1.9.230,0.0.0.24:/PQRST_VMVOL08
275,2.1.8.60,0.0.0.24:/PQRST_VMVOL08
276,2.1.9.69,0.0.0.24:/PQRST_VMVOL08
277,2.1.9.227,0.0.0.24:/PQRST_VMVOL08
278,2.1.8.61,0.0.0.24:/PQRST_VMVOL08
279,2.1.9.228,0.0.0.24:/PQRST_VMVOL08
280,2.1.9.229,0.0.0.24:/PQRST_VMVOL08
281,2.1.9.236,0.0.0.24:/PQRST_VMVOL08
282,2.1.9.233,0.0.0.24:/PQRST_VMVOL08
283,2.1.9.235,0.0.0.24:/PQRST_VMVOL08
284,2.1.9.237,0.0.0.24:/PQRST_VMVOL08
285,2.1.9.234,0.0.0.24:/PQRST_VMVOL08
286,2.1.9.238,0.0.0.24:/PQRST_VMVOL08
287,2.1.9.241,0.0.0.24:/PQRST_VMVOL08
288,2.1.9.240,0.0.0.24:/PQRST_VMVOL08
289,2.1.9.243,0.0.0.24:/PQRST_VMVOL08
290,2.1.9.232,0.0.0.24:/PQRST_VMVOL08
291,2.1.9.244,0.0.0.24:/PQRST_VMVOL08
292,2.1.9.239,0.0.0.24:/PQRST_VMVOL08
293,2.1.9.242,0.0.0.24:/PQRST_VMVOL08
294,2.1.9.65,0.0.0.24:/PQRST_VMVOL08
295,2.1.8.78,0.0.0.24:/PQRST_VMVOL08
296,2.1.8.88,0.0.0.24:/PQRST_VMVOL08
297,2.1.9.210,0.0.0.24:/PQRST_VMVOL08
298,2.1.9.212,0.0.0.24:/PQRST_VMVOL08
299,2.1.9.213,0.0.0.24:/PQRST_VMVOL08
300,2.1.9.216,0.0.0.24:/PQRST_VMVOL08
301,2.1.9.211,0.0.0.24:/PQRST_VMVOL08
302,2.1.9.231,0.0.0.24:/PQRST_VMVOL08
303,2.1.9.214,0.0.0.24:/PQRST_VMVOL08
304,2.1.8.148,0.0.0.24:/PQRST_VMVOL08
305,2.1.8.159,0.0.0.24:/PQRST_VMVOL08
306,2.1.8.160,0.0.0.24:/PQRST_VMVOL08
307,2.1.9.215,0.0.0.24:/PQRST_VMVOL08
308,2.1.8.161,0.0.0.24:/PQRST_VMVOL08
309,2.1.8.164,0.0.0.24:/PQRST_VMVOL08
310,2.1.8.162,0.0.0.24:/PQRST_VMVOL08
311,2.1.8.167,0.0.0.24:/PQRST_VMVOL08
312,2.1.8.169,0.0.0.24:/PQRST_VMVOL08
313,2.1.8.79,0.0.0.24:/PQRST_VMVOL08
314,2.1.8.166,0.0.0.24:/PQRST_VMVOL08
315,2.1.8.165,0.0.0.24:/PQRST_VMVOL08
316,2.1.8.170,0.0.0.24:/PQRST_VMVOL08
317,2.1.8.172,0.0.0.24:/PQRST_VMVOL08
318,2.1.8.163,0.0.0.24:/PQRST_VMVOL08
319,2.1.8.171,0.0.0.24:/PQRST_VMVOL08
320,2.1.8.173,0.0.0.24:/PQRST_VMVOL08
321,2.1.9.73,0.0.0.24:/PQRST_VMVOL08
322,2.1.8.174,0.0.0.24:/PQRST_VMVOL08
323,2.1.9.72,0.0.0.24:/PQRST_VMVOL08
324,2.1.9.74,0.0.0.24:/PQRST_VMVOL08
325,2.1.9.80,0.0.0.24:/PQRST_VMVOL08
326,2.1.9.77,0.0.0.24:/PQRST_VMVOL08
327,2.1.9.78,0.0.0.24:/PQRST_VMVOL08
328,2.1.9.81,0.0.0.24:/PQRST_VMVOL08
329,2.1.8.81,0.0.0.24:/PQRST_VMVOL08
330,2.1.9.83,0.0.0.24:/PQRST_VMVOL08
331,2.1.9.82,0.0.0.24:/PQRST_VMVOL08
332,2.1.9.84,0.0.0.24:/PQRST_VMVOL08
333,2.1.9.75,0.0.0.24:/PQRST_VMVOL08
334,2.1.9.66,0.0.0.24:/PQRST_VMVOL08
335,2.1.9.79,0.0.0.24:/PQRST_VMVOL08
336,2.1.9.76,0.0.0.24:/PQRST_VMVOL08
337,2.1.8.39,0.0.0.24:/PQRST_VMVOL08
338,2.1.8.82,0.0.0.24:/PQRST_VMVOL08
339,2.1.8.40,0.0.0.24:/PQRST_VMVOL08
340,2.1.8.41,0.0.0.24:/PQRST_VMVOL08
341,2.1.8.42,0.0.0.24:/PQRST_VMVOL08
342,2.1.8.43,0.0.0.24:/PQRST_VMVOL08
343,2.1.8.45,0.0.0.24:/PQRST_VMVOL08
344,2.1.8.44,0.0.0.24:/PQRST_VMVOL08
345,2.1.8.46,0.0.0.24:/PQRST_VMVOL08
346,2.1.8.83,0.0.0.24:/PQRST_VMVOL08
347,2.1.8.47,0.0.0.24:/PQRST_VMVOL08
348,2.1.9.168,0.0.0.24:/PQRST_VMVOL08
349,2.1.9.171,0.0.0.24:/PQRST_VMVOL08
350,2.1.9.169,0.0.0.24:/PQRST_VMVOL08
351,2.1.9.170,0.0.0.24:/PQRST_VMVOL08
352,2.1.9.165,0.0.0.24:/PQRST_VMVOL08
353,2.1.8.48,0.0.0.24:/PQRST_VMVOL08
354,2.1.9.159,0.0.0.24:/PQRST_VMVOL08
355,2.1.9.161,0.0.0.24:/PQRST_VMVOL08
356,2.1.9.167,0.0.0.24:/PQRST_VMVOL08
357,2.1.9.153,0.0.0.24:/PQRST_VMVOL08
358,2.1.9.160,0.0.0.24:/PQRST_VMVOL08
359,2.1.9.166,0.0.0.24:/PQRST_VMVOL08
360,2.1.8.84,0.0.0.24:/PQRST_VMVOL08
361,2.1.9.164,0.0.0.24:/PQRST_VMVOL08
362,2.1.9.163,0.0.0.24:/PQRST_VMVOL08
363,2.1.9.158,0.0.0.24:/PQRST_VMVOL08
364,2.1.9.162,0.0.0.24:/PQRST_VMVOL08
365,2.1.9.178,0.0.0.24:/PQRST_VMVOL08
366,2.1.8.85,0.0.0.24:/PQRST_VMVOL08
367,2.1.9.179,0.0.0.24:/PQRST_VMVOL08
368,2.1.9.181,0.0.0.24:/PQRST_VMVOL08
369,2.1.9.177,0.0.0.24:/PQRST_VMVOL08
370,2.1.9.182,0.0.0.24:/PQRST_VMVOL08
371,2.1.9.183,0.0.0.24:/PQRST_VMVOL08
372,2.1.9.185,0.0.0.24:/PQRST_VMVOL08
373,2.1.9.184,0.0.0.24:/PQRST_VMVOL08
374,2.1.9.186,0.0.0.24:/PQRST_VMVOL08
375,2.1.9.188,0.0.0.24:/PQRST_VMVOL08
376,2.1.9.187,0.0.0.24:/PQRST_VMVOL08
377,2.1.9.190,0.0.0.24:/PQRST_VMVOL08
378,2.1.8.86,0.0.0.24:/PQRST_VMVOL08
379,2.1.9.189,0.0.0.24:/PQRST_VMVOL08
380,2.1.9.191,0.0.0.24:/PQRST_VMVOL08
381,2.1.9.193,0.0.0.24:/PQRST_VMVOL08
382,2.1.9.192,0.0.0.24:/PQRST_VMVOL08
383,2.1.9.196,0.0.0.24:/PQRST_VMVOL08
384,2.1.9.194,0.0.0.24:/PQRST_VMVOL08
385,2.1.9.195,0.0.0.24:/PQRST_VMVOL08
386,2.1.9.197,0.0.0.24:/PQRST_VMVOL08
387,2.1.9.198,0.0.0.24:/PQRST_VMVOL08
388,2.1.9.199,0.0.0.24:/PQRST_VMVOL08
389,2.1.8.87,0.0.0.24:/PQRST_VMVOL08
390,2.1.9.217,0.0.0.24:/PQRST_VMVOL08
391,2.1.9.201,0.0.0.24:/PQRST_VMVOL08
392,2.1.9.200,0.0.0.24:/PQRST_VMVOL08
393,2.1.9.203,0.0.0.24:/PQRST_VMVOL08
394,2.1.9.202,0.0.0.24:/PQRST_VMVOL08
395,2.1.9.204,0.0.0.24:/PQRST_VMVOL08
396,2.1.9.205,0.0.0.24:/PQRST_VMVOL08
397,2.1.9.206,0.0.0.24:/PQRST_VMVOL08
398,2.1.9.207,0.0.0.24:/PQRST_VMVOL08
399,2.1.9.208,0.0.0.24:/PQRST_VMVOL08
400,2.1.9.209,0.0.0.24:/PQRST_VMVOL08
401,2.1.8.96,0.0.0.32:/xyz15
402,2.1.8.97,0.0.0.32:/xyz15
403,2.1.8.109,0.0.0.32:/xyz15
404,2.1.8.111,0.0.0.32:/xyz15
405,2.1.8.77,0.0.0.32:/xyz15
406,2.1.8.92,0.0.0.32:/xyz15
407,2.1.8.177,0.0.0.24:/PQRST_BRIC9_VOL01
407,2.1.8.177,0.0.0.20:/abcd-vt-logs
408,2.1.8.176,0.0.0.19:/abcd-vt-logs
408,2.1.8.176,0.0.0.24:/PQRST_BRIC9_VOL01
409,2.1.9.180,0.0.0.24:/PQRST_VMVOL08
410,2.1.8.99,0.0.0.32:/xyz15
411,2.1.8.181,0.0.0.19:/abcd-vt-logs
411,2.1.8.181,0.0.0.24:/PQRST_BRIC9_VOL01
412,2.1.8.147,0.0.0.19:/abcd-vt-logs
412,2.1.8.147,0.0.0.24:/PQRST_BRIC9_VOL01
413,2.1.8.179,0.0.0.19:/abcd-vt-logs
413,2.1.8.179,0.0.0.24:/PQRST_BRIC9_VOL01
414,2.1.8.178,0.0.0.19:/abcd-vt-logs
414,2.1.8.178,0.0.0.24:/PQRST_BRIC9_VOL01
415,2.1.8.180,0.0.0.19:/abcd-vt-logs
415,2.1.8.180,0.0.0.24:/PQRST_BRIC9_VOL01
416,2.1.8.100,0.0.0.32:/xyz15
417,2.1.8.69,0.0.0.33:/xyz18
418,2.1.8.71,0.0.0.33:/xyz18
419,2.1.8.70,0.0.0.33:/xyz18
420,2.1.8.68,0.0.0.33:/xyz18
421,2.1.10.56,0.0.0.33:/xyz18
422,2.1.10.58,0.0.0.33:/xyz18
423,2.1.10.57,0.0.0.33:/xyz18
424,2.1.9.156,0.0.0.19:/abcd-nas-db-vol1//db-backup-ntss
425,2.1.10.59,0.0.0.33:/xyz18
426,2.1.9.176,0.0.0.19:/abcd-nas-db-vol1//db-backup-ntss
427,2.1.9.157,0.0.0.19:/abcd-nas-db-vol1//db-backup-ntss
428,2.1.10.9,0.0.0.19:/abcd_Db_Backup_Vol1/mongodb_backup
429,2.1.10.60,0.0.0.19:/abcd-hijkl1
430,2.1.8.103,0.0.0.19:/abcd-1
431,2.1.8.131,0.0.0.19:/abcd-1
432,2.1.10.82,0.0.0.24:/PQRST_VMVOL08
433,2.1.8.132,0.0.0.19:/abcd-1
434,2.1.10.97,0.0.0.24:/PQRST_VMVOL08
435,2.1.8.128,0.0.0.19:/abcd-1
436,2.1.8.220,0.0.0.19:/abcd-1
437,2.1.8.130,0.0.0.19:/abcd-1
438,2.1.8.223,0.0.0.19:/abcd-1
439,2.1.8.224,0.0.0.19:/abcd-1
440,2.1.8.116,0.0.0.19:/abcd-1
441,2.1.8.133,0.0.0.19:/abcd-1
442,2.1.8.225,0.0.0.19:/abcd-1
443,2.1.8.124,0.0.0.19:/abcd-1
444,2.1.8.222,0.0.0.19:/abcd-1
445,2.1.8.107,0.0.0.19:/abcd-1
446,2.1.8.129,0.0.0.19:/abcd-1
447,2.1.8.125,0.0.0.19:/abcd-1
448,2.1.8.221,0.0.0.19:/abcd-1
449,2.1.8.127,0.0.0.19:/abcd-1
450,2.1.8.134,0.0.0.19:/abcd-1
451,2.1.9.47,0.0.0.19:/abcd-1
452,2.1.8.126,0.0.0.19:/abcd-1
453,2.1.9.48,0.0.0.19:/abcd-1
454,2.1.9.46,0.0.0.19:/abcd-1
455,2.1.8.192,0.0.0.20:/abcd-1
456,2.1.8.193,0.0.0.20:/abcd-1
457,2.1.8.187,0.0.0.20:/abcd-1
458,2.1.8.37,0.0.0.19:/abcd-1
459,2.1.9.35,0.0.0.19:/abcd-1
460,2.1.8.232,0.0.0.19:/abcd-1
461,2.1.8.235,0.0.0.19:/abcd-1
462,2.1.8.233,0.0.0.19:/abcd-1
463,2.1.8.250,0.0.0.19:/abcd-1
464,2.1.8.239,0.0.0.19:/abcd-1
465,2.1.8.236,0.0.0.19:/abcd-1
466,2.1.8.242,0.0.0.19:/abcd-1
467,2.1.8.251,0.0.0.19:/abcd-1
468,2.1.8.245,0.0.0.19:/abcd-1
469,2.1.9.49,0.0.0.19:/abcd-1
470,2.1.8.238,0.0.0.19:/abcd-1
471,2.1.8.243,0.0.0.19:/abcd-1
472,2.1.8.240,0.0.0.19:/abcd-1
473,2.1.8.248,0.0.0.19:/abcd-1
474,2.1.8.246,0.0.0.19:/abcd-1
475,2.1.8.247,0.0.0.19:/abcd-1
476,2.1.8.231,0.0.0.19:/abcd-1
477,2.1.8.237,0.0.0.19:/abcd-1
478,2.1.8.234,0.0.0.19:/abcd-1
479,2.1.8.241,0.0.0.19:/abcd-1
480,2.1.8.244,0.0.0.19:/abcd-1
481,2.1.8.249,0.0.0.19:/abcd-1
482,2.1.8.141,0.0.0.19:/abcd-1
483,2.1.8.252,0.0.0.19:/abcd-1
484,2.1.8.135,0.0.0.19:/abcd-1
485,2.1.8.136,0.0.0.19:/abcd-1
486,2.1.8.137,0.0.0.19:/abcd-1
487,2.1.9.89,0.0.0.19:/abcd-1
488,2.1.8.138,0.0.0.19:/abcd-1
489,2.1.9.93,0.0.0.19:/abcd-1
490,2.1.8.139,0.0.0.19:/abcd-1
491,2.1.9.92,0.0.0.19:/abcd-1
492,2.1.8.140,0.0.0.19:/abcd-1
493,2.1.9.91,0.0.0.19:/abcd-1
494,2.1.9.90,0.0.0.19:/abcd-1
495,2.1.10.24,0.0.0.19:/abcd-1
496,2.1.8.146,0.0.0.19:/abcd-1
497,2.1.10.29,0.0.0.19:/abcd-1
498,2.1.10.27,0.0.0.19:/abcd-1
499,2.1.10.28,0.0.0.19:/abcd-1
500,2.1.10.31,0.0.0.19:/abcd-1
501,2.1.10.30,0.0.0.19:/abcd-1
502,2.1.10.32,0.0.0.19:/abcd-1
503,2.1.10.33,0.0.0.19:/abcd-1
504,2.1.10.34,0.0.0.19:/abcd-1
505,2.1.10.35,0.0.0.19:/abcd-1
506,2.1.9.174,0.0.0.24:/PQRST_VMVOL42
507,2.1.8.62,1.1.2.199:/bopt/admin-backup
508,2.1.10.36,0.0.0.19:/abcd-1
509,2.1.10.37,0.0.0.19:/abcd-1
510,2.1.9.18,0.0.0.19:/abcd-1
511,2.1.9.88,0.0.0.19:/abcd-1
512,2.1.9.71,0.0.0.19:/abcd-1
513,2.1.9.27,0.0.0.19:/abcd-1
514,2.1.9.28,0.0.0.19:/abcd-1
515,2.1.9.20,0.0.0.19:/abcd-1
516,2.1.9.30,0.0.0.19:/abcd-1
517,2.1.9.29,0.0.0.19:/abcd-1
518,2.1.9.31,0.0.0.19:/abcd-1
519,2.1.9.32,0.0.0.19:/abcd-1
520,2.1.9.19,0.0.0.19:/abcd-1
521,2.1.9.22,0.0.0.19:/abcd-1
522,2.1.9.21,0.0.0.19:/abcd-1
523,2.1.9.24,0.0.0.19:/abcd-1
524,2.1.9.23,0.0.0.19:/abcd-1
525,2.1.9.25,0.0.0.19:/abcd-1
526,2.1.9.95,0.0.0.19:/abcd-1
527,2.1.9.96,0.0.0.19:/abcd-1
528,2.1.9.51,0.0.0.19:/abcd-1
529,2.1.8.102,0.0.0.32:/xyz15
530,2.1.8.105,0.0.0.19:/abcd-1
531,2.1.9.50,0.0.0.19:/abcd-1
532,2.1.8.144,0.0.0.19:/abcd-1
533,2.1.9.26,0.0.0.19:/abcd-1
534,2.1.9.52,0.0.0.19:/abcd-1
535,2.1.8.106,0.0.0.19:/abcd-1
536,2.1.8.142,0.0.0.19:/abcd-1
537,2.1.8.143,0.0.0.19:/abcd-1
538,2.1.8.145,0.0.0.19:/abcd-1
539,2.1.9.94,0.0.0.19:/abcd-1
540,3.1.10.69,0.0.0.20:/abcd-hijkl1
540,3.1.10.69,0.0.0.24:/PQRST_VMVOL22
541,3.1.10.68,0.0.0.20:/abcd-hijkl1
541,3.1.10.68,0.0.0.24:/PQRST_VMVOL22
542,3.1.10.48,0.0.0.19:/abcd-1
543,3.1.10.70,0.0.0.20:/abcd-hijkl1
543,3.1.10.70,0.0.0.24:/PQRST_VMVOL22
544,3.1.10.52,0.0.0.19:/abcd-1
545,3.1.10.57,0.0.0.19:/abcd-1
546,3.1.9.48,0.0.0.32:/xyz13
546,3.1.9.48,0.0.0.20:/abcd-1
547,3.1.9.91,0.0.0.32:/xyz13
547,3.1.9.91,0.0.0.19:/abcd-1
548,3.1.9.92,0.0.0.32:/xyz13
548,3.1.9.92,0.0.0.19:/abcd-1
549,3.1.9.90,0.0.0.32:/xyz13
549,3.1.9.90,0.0.0.19:/abcd-1
550,3.1.9.93,0.0.0.32:/xyz13
550,3.1.9.93,0.0.0.19:/abcd-1
551,3.1.10.47,0.0.0.19:/abcd-1
552,3.1.10.27,0.0.0.19:/abcd-1
553,3.1.10.50,0.0.0.19:/abcd-1
554,3.1.10.53,0.0.0.19:/abcd-1
555,3.1.10.54,0.0.0.19:/abcd-1
556,3.1.10.49,0.0.0.19:/abcd-1
557,3.1.10.55,0.0.0.19:/abcd-1
558,3.1.10.56,0.0.0.19:/abcd-1
559,3.1.10.40,0.0.0.19:/abcd-1
560,3.1.10.41,0.0.0.19:/abcd-1
561,3.1.10.42,0.0.0.19:/abcd-1
562,3.1.10.43,0.0.0.19:/abcd-1
563,3.1.10.58,0.0.0.19:/abcd-1
564,3.1.10.44,0.0.0.19:/abcd-1
565,3.1.10.45,0.0.0.19:/abcd-1
566,3.1.10.46,0.0.0.19:/abcd-1
567,3.1.8.216,0.0.0.19:/abcd-1
568,3.1.8.232,0.0.0.19:/abcd-1
569,3.1.8.234,0.0.0.19:/abcd-1
570,3.1.10.28,0.0.0.19:/abcd-1
571,3.1.8.219,0.0.0.19:/abcd-1
572,3.1.8.220,0.0.0.19:/abcd-1
573,3.1.8.233,0.0.0.19:/abcd-1
574,3.1.8.217,0.0.0.19:/abcd-1
575,3.1.8.231,0.0.0.19:/abcd-1
576,3.1.8.222,0.0.0.19:/abcd-1
577,3.1.10.39,0.0.0.19:/abcd-1
578,3.1.10.37,0.0.0.19:/abcd-1
579,3.1.8.223,0.0.0.19:/abcd-1
580,3.1.9.61,0.0.0.19:/abcd-1
581,3.1.10.30,0.0.0.19:/abcd-1
582,3.1.10.33,0.0.0.19:/abcd-1
583,3.1.8.221,0.0.0.19:/abcd-1
584,3.1.10.26,0.0.0.19:/abcd-1
585,3.1.9.64,0.0.0.19:/abcd-1
586,3.1.8.224,0.0.0.19:/abcd-1
587,3.1.9.39,0.0.0.19:/abcd-1
588,3.1.10.31,0.0.0.19:/abcd-1
589,3.1.10.34,0.0.0.19:/abcd-1
590,3.1.9.67,0.0.0.19:/abcd-1
591,3.1.9.70,0.0.0.19:/abcd-1
592,3.1.10.38,0.0.0.19:/abcd-1
593,3.1.8.225,0.0.0.19:/abcd-1
594,3.1.8.228,0.0.0.19:/abcd-1
595,3.1.8.230,0.0.0.19:/abcd-1
596,3.1.8.229,0.0.0.19:/abcd-1
597,3.1.10.35,0.0.0.19:/abcd-1
598,3.1.10.29,0.0.0.19:/abcd-1
599,3.1.9.75,0.0.0.19:/abcd-1
600,3.1.8.226,0.0.0.19:/abcd-1
601,3.1.9.72,0.0.0.19:/abcd-1
602,3.1.9.78,0.0.0.19:/abcd-1
603,3.1.10.32,0.0.0.19:/abcd-1
604,3.1.9.81,0.0.0.19:/abcd-1
605,3.1.8.218,0.0.0.19:/abcd-1
606,3.1.9.84,0.0.0.19:/abcd-1
607,3.1.9.86,0.0.0.19:/abcd-1
608,3.1.8.235,0.0.0.19:/abcd-1
609,3.1.8.227,0.0.0.19:/abcd-1
610,3.1.9.40,0.0.0.19:/abcd-1
611,3.1.9.41,0.0.0.19:/abcd-1
612,3.1.9.45,0.0.0.19:/abcd-1
613,3.1.9.42,0.0.0.19:/abcd-1
614,3.1.9.49,0.0.0.19:/abcd-1
615,3.1.9.43,0.0.0.19:/abcd-1
616,3.1.9.53,0.0.0.19:/abcd-1
617,3.1.9.58,0.0.0.19:/abcd-1
618,3.1.8.80,0.0.0.20:/abcd-hijkl1
618,3.1.8.80,0.0.0.24:/PQRST_VMVOL22
619,3.1.8.59,0.0.0.20:/abcd_storage4/recologs
619,3.1.8.59,0.0.0.20:/abcd-hijkl1
619,3.1.8.59,0.0.0.24:/PQRST_VMVOL22
620,3.1.8.60,0.0.0.20:/abcd-hijkl1
620,3.1.8.60,0.0.0.24:/PQRST_VMVOL22
621,3.1.8.62,0.0.0.20:/abcd-hijkl1
621,3.1.8.62,0.0.0.24:/PQRST_VMVOL22
622,3.1.8.63,0.0.0.20:/abcd-hijkl1
622,3.1.8.63,0.0.0.24:/PQRST_VMVOL22
623,3.1.8.64,0.0.0.20:/abcd-hijkl1
623,3.1.8.64,0.0.0.24:/PQRST_VMVOL22
624,3.1.8.61,0.0.0.20:/abcd-hijkl1
624,3.1.8.61,0.0.0.24:/PQRST_VMVOL22
625,3.1.8.66,0.0.0.20:/abcd-hijkl1
625,3.1.8.66,0.0.0.24:/PQRST_VMVOL22
626,3.1.8.67,0.0.0.20:/abcd-hijkl1
626,3.1.8.67,0.0.0.24:/PQRST_VMVOL22
627,3.1.8.65,0.0.0.20:/abcd-hijkl1
627,3.1.8.65,0.0.0.24:/PQRST_VMVOL22
628,3.1.8.68,0.0.0.20:/abcd-hijkl1
628,3.1.8.68,0.0.0.24:/PQRST_VMVOL22
629,3.1.8.51,0.0.0.20:/abcd-hijkl1
629,3.1.8.51,0.0.0.24:/PQRST_VMVOL22
630,3.1.8.69,0.0.0.20:/abcd-hijkl1
630,3.1.8.69,0.0.0.24:/PQRST_VMVOL22
631,3.1.8.70,0.0.0.20:/abcd-hijkl1
631,3.1.8.70,0.0.0.24:/PQRST_VMVOL22
632,3.1.8.78,0.0.0.20:/abcd-hijkl1
632,3.1.8.78,0.0.0.24:/PQRST_VMVOL22
633,3.1.8.72,0.0.0.20:/abcd-hijkl1
